Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,8,19:30:00,56,1,1.27%,310.00163814118525,208,3,1.27%,322.5277952151244,390,4,1.07%,337.51524289624894,229,3,1.12%,320.5076298007064
August,8,20:00:00,44,1,2.5%,309.89217290546094,181,5,2.5%,325.36673652104867,340,4,1.19%,338.1314367979384,201,3,1.45%,312.4002879109792
August,8,20:30:00,37,2,4.58%,301.4467397296859,157,7,4.58%,318.0433927720065,294,2,0.59%,333.46317128417655,176,1,0.72%,305.80646784008087
August,8,21:00:00,28,1,5.14%,303.94379087168255,129,7,5.14%,317.69907891478397,246,1,0.24%,333.1308635094982,144,3,2.15%,312.1387900922679
August,8,21:30:00,21,1,2.83%,310.54662528597385,109,3,2.83%,319.0938695823838,204,0,0.24%,331.53065672665264,124,1,0.84%,314.3865391295708
August,8,22:00:00,17,0,1.17%,313.0073700513703,87,1,1.17%,312.60486613689056,169,1,0.42%,327.9600869902188,101,1,0.7%,314.61258827987984
August,8,22:30:00,12,3,21.4%,305.1910313676691,69,15,21.4%,305.3586254002131,134,0,0.29%,320.855429188124,84,0,0.48%,310.72615717529436
August,8,23:00:00,10,1,11.36%,323.16460859682957,51,6,11.36%,296.6416584441186,103,0,0.18%,318.194678401437,66,0,0.27%,311.20872451426163
August,8,23:30:00,7,0,4.42%,289.79888456955,40,2,4.42%,296.99070615232756,81,0,0.25%,316.58025455208394,52,0,0.45%,305.88454938990566
August,9,00:00:00,6,0,1.6%,382.7305156310067,35,1,1.6%,304.2055067130607,74,0,0.29%,320.9416205928745,47,0,0.66%,313.7233206248241
August,9,00:30:00,5,0,2.12%,327.1677509473447,25,1,2.12%,291.5014321582187,56,0,0.17%,316.56945831389066,33,0,0.24%,325.5913860591825
August,9,01:00:00,3,0,2.08%,359.93366323266736,11,0,2.08%,349.0718961161663,40,0,0.44%,312.61559119697813,25,0,0.44%,340.46850621294413
August,9,01:30:00,3,0,2.5%,313.7242686871348,6,0,2.5%,314.816654798836,30,0,0.51%,314.37472478237095,20,0,0.99%,332.6010757394927
August,9,02:00:00,2,0,0.79%,361.63124978255007,5,0,0.79%,327.24404965922906,21,0,1.25%,291.28411367371666,14,0,2.56%,334.26327774748046
August,9,02:30:00,2,0,0.37%,321.03460553713904,4,0,0.37%,359.95338238697275,18,0,1.08%,309.29170632108446,10,0,1.45%,336.02295834519225
August,9,03:00:00,2,0,0.32%,334.0600327974867,4,0,0.32%,369.81754372357074,13,0,1.53%,317.508457257816,4,0,3.7%,390.54098494338524
August,9,03:30:00,2,0,0.0%,374.58327129248636,3,0,0.0%,311.8837929859264,13,0,0.16%,329.5958263331419,3,0,2.55%,285.9589448753619
August,9,04:00:00,2,0,0.0%,264.82893805784886,3,0,0.0%,294.42533056711545,11,0,0.54%,332.2147336539805,3,0,1.99%,435.0523276806935
August,9,04:30:00,2,0,0.0%,245.24956740233387,3,0,0.0%,274.9257610070305,12,0,0.52%,321.05285596306487,3,0,4.35%,354.2081305336935
August,9,05:00:00,2,0,0.0%,263.57553071712755,3,0,0.0%,341.1101985790825,14,0,0.38%,328.51920308614626,3,0,2.15%,294.3890573095131
August,9,05:30:00,3,0,0.72%,308.07034530622144,3,0,0.72%,316.2876062786291,17,0,0.64%,295.4595252956175,3,0,0.24%,322.98092698623725
August,9,06:00:00,3,0,2.56%,264.9116921529124,4,0,2.56%,306.6025593581789,28,0,0.18%,265.10275045481296,12,0,1.22%,243.54187521314188
August,9,06:30:00,4,1,16.09%,271.0212784369805,7,1,16.09%,361.5097861489172,48,0,0.8%,257.46106564713966,22,1,4.09%,266.30541709475614
August,9,07:00:00,9,1,6.73%,267.30422226094623,22,1,6.73%,262.27417951035756,85,0,0.23%,259.36089814037547,39,0,0.71%,266.4828042601576
August,9,07:30:00,16,1,5.66%,316.5140619207176,36,2,5.66%,283.3560567308224,137,1,0.5%,257.2854803923421,67,1,0.88%,274.7368461757317
August,9,08:00:00,45,0,1.07%,259.3977468251265,71,1,1.07%,275.5206178047735,251,0,0.19%,278.01830578726936,119,1,0.5%,278.3575176108175
August,9,08:30:00,78,1,1.29%,291.1027953749725,107,1,1.29%,296.99549847217645,367,1,0.25%,296.1611196913811,175,2,0.94%,289.89764857012426
August,9,09:00:00,115,1,0.65%,292.5559604655754,173,1,0.65%,295.2372456961706,518,1,0.17%,303.8037663838032,257,2,0.67%,291.8954317290642
August,9,09:30:00,146,1,0.63%,303.23114243886727,220,1,0.63%,310.76310148612345,656,3,0.46%,312.5434527283717,316,4,1.28%,297.27810243426467
August,9,10:00:00,171,1,0.42%,303.0934439470725,269,1,0.42%,312.09425378605835,773,2,0.32%,317.83554323161934,375,5,1.22%,305.57290238933507
August,9,10:30:00,199,1,0.41%,302.06254817280734,302,1,0.41%,325.4220866895283,857,5,0.56%,327.8510470411151,417,11,2.65%,314.4869603535633
August,9,11:00:00,211,1,0.32%,307.58891123462575,335,1,0.32%,327.8284105610325,919,3,0.31%,333.907932629912,454,6,1.22%,317.76108997487296
August,9,11:30:00,219,1,0.51%,311.56364006907154,366,2,0.51%,330.0670665174111,958,4,0.46%,337.33585858147165,476,5,1.04%,319.3291632155518
August,9,12:00:00,226,2,0.75%,309.8268004451416,397,3,0.75%,330.80018410178275,970,4,0.43%,337.19859206419517,495,5,0.92%,319.0027547204008
August,9,12:30:00,231,2,1.0%,308.9501593296011,406,4,1.0%,336.2014371628493,975,7,0.68%,339.34466877066785,501,7,1.38%,319.1659274776601
August,9,13:00:00,230,2,0.79%,312.6851453566977,421,3,0.79%,330.1970963251209,964,3,0.34%,342.9699205342751,495,7,1.34%,321.85881462873056
August,9,13:30:00,230,1,0.45%,314.0902370395711,430,2,0.45%,330.2934169501636,955,6,0.59%,342.5768568266787,497,8,1.53%,323.1194666870432
August,9,14:00:00,235,1,0.41%,315.285937429155,451,2,0.41%,332.79239293669474,966,4,0.41%,344.32224467061934,517,6,1.17%,322.2355903106651
August,9,14:30:00,239,2,0.85%,316.20060708209473,454,4,0.85%,337.61634414508836,969,6,0.58%,343.9697359972025,519,10,2.0%,326.00468149338224
August,9,15:00:00,236,2,0.73%,313.77411113788145,452,3,0.73%,334.8399169610289,950,2,0.26%,345.0878971419178,513,6,1.12%,325.70919932382384
August,9,15:30:00,237,3,1.06%,313.8776596428817,451,5,1.06%,333.70902620564954,940,4,0.41%,347.1518885178112,509,8,1.67%,323.9440491361551
August,9,16:00:00,235,1,0.45%,322.46444839694925,449,2,0.45%,337.8319980613777,928,2,0.24%,345.1210609583493,514,4,0.84%,327.6031866828512
August,9,16:30:00,225,0,0.2%,313.98698550693837,432,1,0.2%,337.4990242803956,892,2,0.18%,345.8200065647865,492,4,0.76%,327.19449438811637
August,9,17:00:00,200,2,0.77%,315.00505664187517,410,3,0.77%,337.93587232705534,839,3,0.32%,345.1329556627795,465,4,0.87%,329.1428879485288
August,9,17:30:00,175,1,0.7%,312.5080779333382,389,3,0.7%,339.11425810174467,782,3,0.32%,342.016724174526,433,4,1.01%,325.15419825960373
August,9,18:00:00,153,1,0.42%,310.88712808839165,359,1,0.42%,336.7004958508018,716,3,0.38%,343.3146570352972,398,2,0.52%,325.255228948816
August,9,18:30:00,131,1,0.56%,318.73293021318716,323,2,0.56%,332.2655306218882,639,2,0.32%,344.09888505728765,352,2,0.46%,326.21635804939854
August,9,19:00:00,88,0,0.32%,322.1196734176684,291,1,0.32%,329.4146116285186,570,2,0.35%,341.58802191657634,324,3,0.85%,318.795658303537
August,9,19:30:00,68,0,0.67%,308.2664150807863,264,2,0.67%,324.59977164013867,507,3,0.58%,340.4027816701245,295,4,1.38%,330.0454441740528
August,9,20:00:00,54,1,1.33%,307.7552138843654,230,3,1.33%,326.5868985219694,442,3,0.64%,340.2061157975649,259,5,1.8%,321.3574319505643
August,9,20:30:00,45,1,2.46%,298.90804474789377,199,5,2.46%,318.4117403488337,382,1,0.32%,334.77918116117064,226,2,0.89%,314.18294154590467
August,9,21:00:00,35,1,2.77%,301.20422790954206,164,5,2.77%,317.2156120675175,320,0,0.13%,333.68820426385975,184,5,2.66%,319.7894258808901
August,9,21:30:00,26,0,1.51%,307.40532636313674,138,2,1.51%,317.8802760858943,265,0,0.13%,331.3835190099983,159,2,1.04%,321.6742559595922
August,9,22:00:00,21,0,0.62%,309.66520314818484,111,1,0.62%,310.78283376604844,219,0,0.22%,327.21685210578187,130,1,0.87%,321.4648023595803
August,9,22:30:00,15,2,12.54%,301.64799648413543,87,11,12.54%,302.80646638014787,173,0,0.15%,319.5160971359043,108,1,0.59%,317.215452296394
August,9,23:00:00,12,1,6.32%,319.4207057329475,65,4,6.32%,293.6027483245714,134,0,0.09%,316.42182113628445,84,0,0.33%,317.2625168850404
August,9,23:30:00,9,0,2.37%,286.054981705668,50,1,2.37%,293.4650449332983,105,0,0.13%,314.4280627256152,67,0,0.55%,311.72059038552385
August,10,00:00:00,5,0,1.66%,390.7124919885421,30,0,1.66%,322.11532678106977,63,0,0.34%,328.9079810700668,35,0,0.49%,314.0070106835746
August,10,00:30:00,4,0,2.19%,335.14972730488006,21,0,2.19%,309.5329400010983,47,0,0.2%,324.6442000943162,25,0,0.18%,326.16541128481356
August,10,01:00:00,3,0,2.15%,368.1165075705511,10,0,2.15%,367.4684672836574,34,0,0.51%,320.85290493225347,19,0,0.33%,341.1876990220156
August,10,01:30:00,2,0,2.59%,321.7062450446702,6,0,2.59%,333.3349137411976,26,0,0.59%,322.7204198208795,15,0,0.73%,333.39285234028426
August,10,02:00:00,2,0,0.82%,369.8140941204338,4,0,0.82%,345.6406208267202,18,0,1.46%,299.6839993638418,10,0,1.89%,335.1276381399922
August,10,02:30:00,2,0,0.39%,329.2174498750228,3,0,0.39%,378.3499535544639,15,0,1.26%,317.69159201120965,8,0,1.07%,337.03248632114435
August,10,03:00:00,2,0,0.33%,342.24287713537046,3,0,0.33%,388.21411489106185,11,0,1.78%,325.9625335995578,3,0,2.75%,391.6230967110575
August,10,03:30:00,2,0,0.0%,382.7661156303701,3,0,0.0%,330.402051928288,11,0,0.19%,338.04990267488364,2,0,1.89%,287.0410566430341
August,10,04:00:00,2,0,0.0%,273.0117823957326,2,0,0.0%,312.82190173460657,10,0,0.63%,340.7230006473389,2,0,1.47%,436.1344394483657
August,10,04:30:00,2,0,0.0%,253.4324117402176,2,0,0.0%,293.3223321745216,10,0,0.61%,329.50693230480664,2,0,3.24%,355.29024230136565
August,10,05:00:00,2,0,0.0%,271.7583750550113,2,0,0.0%,359.50676974657364,12,0,0.44%,336.9732794278881,2,0,1.59%,295.47116907718527
August,10,05:30:00,2,0,0.75%,316.0523216637568,3,0,0.75%,334.8058652209907,15,0,0.75%,303.91360163735925,2,0,0.18%,324.06303875390944
August,10,06:00:00,3,0,2.65%,273.09453649079614,4,0,2.65%,325.1208183005405,24,0,0.21%,273.4484454933215,9,0,0.9%,244.4788193973738
August,10,06:30:00,4,1,16.57%,279.20412277486423,6,1,16.57%,379.90635731640833,41,0,0.94%,265.6441887307984,17,1,3.04%,267.09719369554773
August,10,07:00:00,8,1,6.95%,275.28619861848165,19,1,6.95%,280.42737512810766,72,0,0.27%,267.2188773143345,30,0,0.52%,266.9842456940685
August,10,07:30:00,14,1,5.85%,324.29517029790475,31,2,5.85%,301.26587679883147,117,1,0.58%,264.7641250049849,50,0,0.65%,274.6576172758814
August,10,08:00:00,40,0,1.11%,266.5762512612687,60,1,1.11%,292.7003112235595,214,0,0.23%,284.57570932242993,90,0,0.37%,277.40728321032526
August,10,08:30:00,69,1,1.33%,297.4778278897214,92,1,1.33%,313.6884407914804,313,1,0.29%,301.79728214905936,132,1,0.69%,287.93124108554974
August,10,09:00:00,102,1,0.68%,298.1275210589311,147,1,0.68%,310.5916224918988,441,1,0.2%,308.1935438542995,195,1,0.49%,288.5499322018067
August,10,09:30:00,129,1,0.65%,307.9992311108296,188,1,0.65%,325.3873516326286,559,3,0.53%,315.8494171665359,239,2,0.94%,292.84384603120475
August,10,10:00:00,152,1,0.43%,307.4597966583383,230,1,0.43%,325.8666895084699,659,2,0.37%,320.2202665923013,284,3,0.9%,300.1224729021929
August,10,10:30:00,177,1,0.43%,305.82629694302824,258,1,0.43%,338.5860835375874,730,5,0.66%,329.5312919307812,315,6,1.96%,308.2381091574993
August,10,11:00:00,188,1,0.33%,311.1517920244983,286,1,0.33%,340.383968534739,782,3,0.37%,335.04627100341196,344,3,0.9%,310.93156844504773
August,10,11:30:00,195,1,0.53%,314.92565287859577,313,2,0.53%,342.1358733916355,816,4,0.54%,338.2032436968886,361,3,0.77%,312.13672272712574
August,10,12:00:00,201,2,0.77%,312.98794527431755,339,3,0.77%,342.26055210165464,826,4,0.5%,337.9575958763789,375,3,0.68%,311.44739527337396
August,10,12:30:00,205,2,1.04%,311.91043617842865,347,4,1.04%,347.5401173878506,830,7,0.79%,340.049481931235,379,4,1.02%,311.4654004471929
August,10,13:00:00,205,2,0.82%,315.8462901858736,360,3,0.82%,341.2924010003812,821,3,0.4%,343.78311499807546,375,4,0.99%,314.3034551817037
August,10,13:30:00,205,1,0.47%,317.251381868747,367,2,0.47%,341.14534607568294,813,6,0.69%,343.44424194209563,376,4,1.13%,315.4915234482962
August,10,14:00:00,209,1,0.43%,318.24621427798263,385,2,0.43%,343.2792587376025,822,4,0.48%,345.08124848280306,392,3,0.87%,314.3173119050375
August,10,14:30:00,212,2,0.88%,318.9600159505741,388,3,0.88%,348.1032099459961,825,6,0.67%,344.7287398093863,393,6,1.48%,318.01381929603446
August,10,15:00:00,210,2,0.75%,316.73438798670907,386,3,0.75%,345.32678276193667,808,2,0.3%,345.9552822573347,388,3,0.83%,317.7909209181962
August,10,15:30:00,211,2,1.1%,316.83793649170934,385,4,1.1%,344.1958920065573,801,4,0.47%,348.18184558807786,385,5,1.23%,316.09835452224763
August,10,16:00:00,209,1,0.47%,325.42472524577687,383,2,0.47%,348.3188638622854,790,2,0.28%,346.20520868023266,389,2,0.62%,319.68490827722354
August,10,16:30:00,200,0,0.21%,317.1481303361143,369,1,0.21%,348.3509534059148,759,2,0.21%,347.1751075447529,372,2,0.56%,319.63913494108954
August,10,17:00:00,178,1,0.8%,318.768805412096,350,3,0.8%,349.15286477718615,715,3,0.38%,346.9757725072954,352,2,0.64%,322.09561504354315
August,10,17:30:00,155,1,0.72%,316.6735626642557,332,2,0.72%,350.696313876487,666,2,0.37%,344.2930662319747,328,2,0.75%,318.6875956883793
August,10,18:00:00,136,1,0.43%,315.65521676035405,307,1,0.43%,348.89099049989676,610,3,0.44%,346.132905608912,301,1,0.38%,319.36929671135283
August,10,18:30:00,116,1,0.58%,323.90275484584623,276,2,0.58%,345.0644641453357,544,2,0.37%,347.5132307986851,267,1,0.34%,321.20143131257726
August,10,19:00:00,78,0,0.33%,328.293837952069,248,1,0.33%,342.70029625144815,485,2,0.41%,345.54427417413984,245,2,0.62%,314.2162343170367
August,10,19:30:00,61,0,0.7%,315.0431835562319,226,2,0.7%,338.49389513742085,432,3,0.68%,344.90094044385404,223,2,1.02%,325.97410672959364
August,10,20:00:00,48,1,1.38%,314.7328503401593,197,3,1.38%,341.0894608936041,376,3,0.75%,345.1919904358439,196,3,1.33%,317.9393486315866
August,10,20:30:00,40,1,2.55%,306.08654918403596,170,4,2.55%,333.4010538199504,325,1,0.37%,340.25277166399906,171,1,0.65%,311.34552856068825
August,10,21:00:00,31,1,2.87%,308.5836003260325,140,4,2.87%,332.81336441298686,272,0,0.15%,339.64951063123766,140,3,1.97%,317.75043460459545
August,10,21:30:00,23,0,1.56%,314.98556675997554,118,2,1.56%,333.96477953084565,226,0,0.15%,337.83254124192564,121,1,0.77%,320.07076743361847
August,10,22:00:00,19,0,0.64%,317.446311525372,94,1,0.64%,327.23240053561136,187,0,0.26%,334.04520889902545,99,1,0.64%,320.36940037564773
August,10,22:30:00,13,2,12.93%,309.4291048613225,75,10,12.93%,319.8644720240634,148,0,0.18%,326.7237884904642,82,0,0.44%,316.4829692710622
August,10,23:00:00,11,1,6.53%,327.402682090483,56,4,6.53%,311.02581729309844,114,0,0.11%,323.90046574892733,64,0,0.25%,316.9655366100296
August,10,23:30:00,8,0,2.46%,294.03695806320343,43,1,2.46%,311.1314894515664,90,0,0.15%,322.17766059634107,51,0,0.41%,311.7139452773937
August,11,00:00:00,4,0,2.05%,386.1264188149277,27,1,2.05%,297.2899344829933,53,0,0.51%,310.5756628351833,34,0,0.65%,299.9258756462941
August,11,00:30:00,3,0,2.72%,330.56365413126576,19,1,2.72%,284.82923547789244,40,0,0.29%,306.47445381428247,24,0,0.24%,312.0842762475331
August,11,01:00:00,3,0,2.66%,363.73130237728503,9,0,2.66%,342.886450535322,29,0,0.76%,302.79153995545295,19,0,0.44%,327.17914777645524
August,11,01:30:00,2,0,3.2%,317.3210398514041,5,0,3.2%,308.75289699286225,22,0,0.88%,304.71324549569556,15,0,0.98%,319.384301094724
August,11,02:00:00,2,0,1.02%,365.42888892716775,4,0,1.02%,321.1802918532553,15,0,2.16%,281.73101569027455,10,0,2.53%,321.11908689443186
August,11,02:30:00,2,0,0.48%,324.8322446817568,3,0,0.48%,353.88962458099905,13,0,1.87%,299.792798989259,8,0,1.43%,323.023935075584
August,11,03:00:00,1,0,0.41%,337.6568039617561,3,0,0.41%,363.753785917597,10,0,2.63%,308.11793122922376,3,0,3.66%,377.61454546549714
August,11,03:30:00,2,0,0.0%,378.38091043710403,3,0,0.0%,305.94172295482315,9,0,0.28%,320.1511096529329,2,0,2.53%,273.03250539747376
August,11,04:00:00,1,0,0.0%,268.42570922211826,2,0,0.0%,288.3615727611417,8,0,0.94%,322.8242076253882,2,0,1.97%,422.12588820280536
August,11,04:30:00,1,0,0.0%,248.84633856660324,2,0,0.0%,268.8620032010567,8,0,0.91%,311.608139282856,2,0,4.31%,341.28169105580537
August,11,05:00:00,1,0,0.0%,267.17230188139695,2,0,0.0%,335.04644077310877,10,0,0.66%,319.0744864059374,2,0,2.13%,281.4626178316249
August,11,05:30:00,2,0,0.93%,311.6671164704908,3,0,0.93%,310.34553624752584,12,0,1.11%,285.96061796379195,2,0,0.24%,310.05448750834915
August,11,06:00:00,2,0,3.28%,268.50846331718174,3,0,3.28%,300.53880155220514,20,0,0.31%,255.44127116813763,9,0,1.21%,230.47026815181349
August,11,06:30:00,3,1,19.82%,274.6180496012499,5,1,19.82%,355.32434056807296,34,0,1.39%,247.47444245076468,17,1,4.05%,253.08864244998742
August,11,07:00:00,6,1,8.51%,270.49925746451896,17,1,8.51%,255.72367060490177,61,0,0.4%,248.83236842783444,29,0,0.7%,252.90311065678807
August,11,07:30:00,11,1,7.17%,319.3073611635938,28,2,7.17%,276.440484500755,99,1,0.86%,245.99828155716858,49,0,0.87%,260.57648223860093
August,11,08:00:00,33,0,1.38%,260.78497020556443,54,1,1.38%,267.50985560087156,181,1,0.34%,264.99700610036444,88,0,0.49%,263.2535643813246
August,11,08:30:00,57,1,1.65%,290.6822069322756,83,1,1.65%,288.13292184418094,265,1,0.43%,281.4057191527448,129,1,0.93%,273.70493846482896
August,11,09:00:00,83,1,0.84%,289.9258242390471,133,1,0.84%,284.42766467024677,374,1,0.3%,286.77235847726945,190,1,0.66%,274.17846199764557
August,11,09:30:00,106,1,0.81%,298.9940623695524,169,1,0.81%,298.614954936624,473,4,0.8%,293.3986094087903,233,3,1.27%,278.39979203532346
August,11,10:00:00,124,1,0.54%,297.4502880153195,207,1,0.54%,298.6075417129832,558,3,0.55%,296.95659906030664,277,3,1.21%,285.6058351145914
August,11,10:30:00,145,1,0.53%,295.01331637861614,232,1,0.53%,310.9618724174892,618,6,0.98%,305.67152723100384,307,8,2.63%,293.64888757817766
August,11,11:00:00,154,1,0.41%,299.9370754993896,257,1,0.41%,312.39469409002925,662,4,0.55%,310.75298109070184,335,4,1.21%,296.26976307400594
August,11,11:30:00,160,1,0.65%,303.5100683731387,282,2,0.65%,313.9032233971848,691,6,0.8%,313.6390005260954,351,4,1.03%,297.4023335643638
August,11,12:00:00,164,2,0.96%,301.1706248081639,305,3,0.96%,313.6628387825923,699,5,0.74%,313.2849714023525,365,3,0.91%,296.713006110612
August,11,12:30:00,168,2,1.29%,300.09311571227505,312,4,1.29%,318.8207162939178,703,8,1.17%,315.3768574572086,370,5,1.36%,296.80359507615117
August,11,13:00:00,168,2,1.02%,304.02896971971995,324,3,1.02%,312.4513121315778,695,4,0.59%,319.16468117566563,365,5,1.33%,299.5690660189418
August,11,13:30:00,168,1,0.58%,305.43406140259333,330,2,0.58%,312.1825694320091,689,7,1.02%,318.9341894229191,367,6,1.51%,300.8297180772545
August,11,14:00:00,171,1,0.53%,306.22802583148064,347,2,0.53%,314.1947943190581,696,5,0.72%,320.4628146603933,382,4,1.16%,299.5829227422755
August,11,14:30:00,174,2,1.1%,306.9418275040721,349,4,1.1%,318.8970577525813,699,7,1.0%,320.1103059869764,383,8,1.98%,303.2794301332725
August,11,15:00:00,171,2,0.93%,304.5153315598588,348,3,0.93%,316.24231834339224,685,3,0.45%,321.49942038977474,378,4,1.11%,303.05653175543426
August,11,15:30:00,173,2,1.36%,304.81974804520735,346,5,1.36%,314.9897398131424,678,5,0.71%,323.7259837205179,375,6,1.65%,301.3639653594857
August,11,16:00:00,171,1,0.58%,313.4065367992749,345,2,0.58%,319.23439944374104,669,3,0.42%,321.8577281159059,379,3,0.83%,304.9505191144616
August,11,16:30:00,164,0,0.26%,305.53167785030905,332,1,0.26%,319.38817676224096,643,2,0.31%,323.09858023850916,363,3,0.75%,304.9773295700478
August,11,17:00:00,145,1,0.99%,307.75495686733564,315,3,0.99%,320.4334636832533,605,3,0.56%,323.2243891107513,343,3,0.86%,307.43380967250135
August,11,17:30:00,127,1,0.9%,306.6640540212369,299,3,0.9%,322.2202883322952,564,3,0.56%,320.9752080483634,320,3,1.0%,304.09837410905766
August,11,18:00:00,111,1,0.54%,306.2483120583802,276,1,0.54%,320.65834050544595,517,3,0.65%,323.3027632898502,293,2,0.52%,304.78007513203124
August,11,18:30:00,95,1,0.72%,315.2993220652656,248,2,0.72%,317.1968774754965,461,3,0.56%,325.22499499578936,260,1,0.45%,306.6847935249759
August,11,19:00:00,64,0,0.42%,321.0964810339266,223,1,0.42%,315.19777290622045,411,2,0.6%,323.7437542357936,239,2,0.84%,299.7721803211554
August,11,19:30:00,50,0,0.86%,308.44843057913437,203,2,0.86%,311.23474734193417,365,4,1.01%,323.47975506682394,217,3,1.37%,311.53005273371235
August,11,20:00:00,39,1,1.71%,308.5398333237584,177,3,1.71%,314.19537642272894,318,4,1.12%,324.25852092336333,191,3,1.78%,303.56787842742546
August,11,20:30:00,33,1,3.15%,300.29526812833166,153,5,3.15%,306.8720326736868,275,2,0.56%,319.7528273644513,167,1,0.88%,297.0466421482473
August,11,21:00:00,25,1,3.55%,302.99318725067656,126,4,3.55%,306.64940659133475,230,1,0.23%,319.5830915446228,136,4,2.63%,303.45154819215446
August,11,21:30:00,19,0,1.94%,309.79688964531624,106,2,1.94%,308.0441972589347,191,0,0.23%,318.145456716627,117,1,1.03%,305.7718810211775
August,11,22:00:00,15,0,0.8%,312.2576344107126,85,1,0.8%,301.67688158831186,158,1,0.39%,314.6832682834264,96,1,0.86%,306.1430977549269
August,11,22:30:00,11,2,15.6%,304.6421637073599,67,10,15.6%,294.43064085163445,125,0,0.27%,307.6869917845648,80,0,0.59%,302.32925044206155
August,11,23:00:00,9,1,8.0%,322.6157409365203,50,4,8.0%,285.83536167041046,97,0,0.16%,305.1888129527276,62,0,0.33%,302.8118177810289
August,11,23:30:00,7,0,3.04%,289.4508848895891,39,1,3.04%,286.1844093786195,76,0,0.23%,303.6285797549911,49,0,0.55%,297.56022644839305
August,12,00:00:00,5,0,1.78%,402.75309512099864,30,1,1.78%,312.72655255118394,65,0,0.6%,316.57279769877147,40,0,0.77%,302.9782595584614
August,12,00:30:00,4,0,2.36%,347.19033043733657,21,0,2.36%,300.1441657712125,49,0,0.34%,312.3090167230209,28,0,0.28%,314.99149257626004
August,12,01:00:00,3,0,2.31%,380.1571107030076,10,0,2.31%,358.07969305377156,35,0,0.89%,308.4635309093415,22,0,0.52%,330.013780313462
August,12,01:30:00,2,0,2.79%,333.7468481771267,6,0,2.79%,323.9461395113118,27,0,1.02%,310.3310457979676,17,0,1.15%,322.1463498400106
August,12,02:00:00,2,0,0.88%,381.85469725289033,4,0,0.88%,336.25184659683435,18,0,2.5%,287.24043468931325,12,0,2.97%,323.8811356397185
August,12,02:30:00,2,0,0.42%,341.2580530074793,3,0,0.42%,368.9611793245781,16,0,2.17%,305.3022179882977,9,0,1.68%,325.7134000291505
August,12,03:00:00,2,0,0.36%,354.283480267827,3,0,0.36%,378.825340661176,12,0,3.05%,313.5731595766459,3,0,4.29%,380.23142662734347
August,12,03:30:00,2,0,0.0%,394.8067187628266,3,0,0.0%,321.0132776984022,11,0,0.32%,325.6063380003551,2,0,2.97%,275.6493865593201
August,12,04:00:00,2,0,0.0%,285.0523855281891,2,0,0.0%,303.43312750472074,10,0,1.09%,328.27943597281035,2,0,2.32%,424.7427693646517
August,12,04:30:00,2,0,0.0%,265.4730148726741,2,0,0.0%,283.93355794463577,10,0,1.05%,317.0633676302781,3,0,5.04%,343.9711560093719
August,12,05:00:00,2,0,0.0%,283.7989781874678,2,0,0.0%,350.1179955166878,12,0,0.76%,324.5297147533595,3,0,2.5%,284.15208278519145
August,12,05:30:00,2,0,0.81%,328.0929247962133,3,0,0.81%,325.4170909911049,15,0,1.29%,291.4700369628307,3,0,0.28%,312.7439524619156
August,12,06:00:00,3,0,2.85%,285.13513962325266,4,0,2.85%,315.7320440706547,24,0,0.36%,261.00488081879297,11,0,1.42%,233.2323168971001
August,12,06:30:00,4,1,17.63%,291.24472590732074,6,1,17.63%,370.5175830865225,42,1,1.62%,253.25481470788645,19,1,4.74%,255.85069119527407
August,12,07:00:00,8,1,7.45%,287.32680175093816,19,1,7.45%,271.03860089822183,75,0,0.46%,254.93788459465583,34,0,0.82%,255.88291077723517
August,12,07:30:00,14,1,6.27%,336.33577343036126,31,2,6.27%,291.87710256894565,121,1,1.0%,252.53732293692283,57,1,1.03%,263.7740337342085
August,12,08:00:00,41,0,1.19%,278.81772237407347,60,1,1.19%,283.31153699367366,221,1,0.39%,272.51147920921767,102,1,0.58%,266.88661862725314
August,12,08:30:00,71,1,1.44%,309.9201669828746,92,1,1.44%,304.29966656159456,322,2,0.5%,289.8414333390802,149,2,1.1%,277.7734954610785
August,12,09:00:00,104,1,0.73%,310.5698601520843,147,1,0.73%,301.202848262013,455,2,0.35%,296.50864830240346,219,2,0.78%,278.90027311937655
August,12,09:30:00,133,1,0.7%,320.84330616467935,188,1,0.7%,315.9985774027428,576,5,0.93%,304.32709356948965,269,4,1.49%,283.62968969909554
August,12,10:00:00,156,1,0.47%,320.3038717121881,230,1,0.47%,316.4779152785841,679,4,0.64%,308.86051495010486,320,5,1.42%,291.34381932040463
August,12,10:30:00,181,1,0.46%,318.670371996878,258,1,0.46%,329.1973093077016,753,9,1.14%,318.33411224343456,355,11,3.08%,299.7497907425917
August,12,11:00:00,193,1,0.35%,324.19673505869633,286,1,0.35%,330.99519430485316,806,5,0.63%,323.90328196768195,387,6,1.42%,302.6610014053007
August,12,11:30:00,200,1,0.57%,327.97059591279384,313,2,0.57%,332.7470991617497,841,8,0.93%,327.1144453127752,406,5,1.21%,304.01132327081893
